Review,author,date,rating,restaurant
"[""The food is really good. I have been at all hours and it's always fresh. The service all depends on the waiter you get. Most of them are really good. All the cooks are speedy and get my order correct always.""]",['Brandon S.'],['\n        12/24/2018\n    '],['4.0 star rating'],"['Waffle', 'House']"
"[""While we all love a good Waffle House on Sunday mornings, we had horrible customer service. We put our name down for 6, got seated at a booth and then were told we couldn't have 6 people seated there, and then proceeded to get kicked out of booth because our full party wasn't there as they walked through the door. Then had to wait 20 more minutes to get another table. Still love the cheesy hash browns tho.""]",['Anne S.'],['\n        2/17/2019\n    '],['1.0 star rating'],"['Waffle', 'House']"
"['Horrible service due to the crap attitude of so called ""waitress"". They were rude on the phone as well as in person once picking up the order. The one on 76 is much better. The food is a lot better and the service is too.']",['Ethan J.'],['\n        4/4/2018\n    '],['1.0 star rating'],"['Waffle', 'House']"
"[""It is a Waffle House. That is really all I need to say. Everyone needs a trip to WaHo every once and a while, and I cherish those visits, still doesn't make the food better than 2 stars.""]",['Evan A.'],['\n        6/14/2017\n    '],['2.0 star rating'],"['Waffle', 'House']"
"['Greasy spoons! Have been here couple of times. As always, it is a nice hangout place which is open till the late hours of the night.']",['Mia C.'],['\n        12/29/2016\n    '],['4.0 star rating'],"['Waffle', 'House']"
"[""Best Waffle House I've ever been in! \xa0Super clean, nice staff, and great food. Go Tigers!""]",['Stacy O.'],['\n        9/17/2016\n    '],['5.0 star rating'],"['Waffle', 'House']"
['I watched a \xa0program on CNN with \xa0Anthony Bourdain in Charleston. They went to a Waffle House as part of the program. I decided to have breakfast this morning at the Clemson Waffle House. The Waitress was very friendly and put on a new pot of decaf coffee. I ordered the double waffle special. It was very good and was a good way to start the morning.'],['Bill Y.'],['\n        11/17/2015\n    '],['4.0 star rating'],"['Waffle', 'House']"
"['Possibly the cleanest Waffle House I\'ve ever been in. The place was spotless and the bathroom was pristine (not so common for the Waffle House). Arrived for breakfast and received great service. The food was cooked exactly how we ordered it and the staff was friendly and attentive. Regardless, all these ""5 Stars"". This is the Waffle House and should never been better than a 3. Still, great staff, clean and great service, all in one. One of the better Waffle Houses in the South.']",['Chris S.'],['\n        3/28/2014\n    '],['3.0 star rating'],"['Waffle', 'House']"
"[""Who doesn't like WH? Good hashbrowns, scrambled eggs and, of course, good waffles. Open late, weird service but accepts cards with no minimum. \xa0Just don't get the country ham.""]",['Amanda C.'],['\n        9/26/2012\n    '],['4.0 star rating'],"['Waffle', 'House']"
"[""A first visit in a dog's age to South Carolina \xa0brought us to Clemson's Waffle House. \xa0Tim, our Clemson host suggested we eat there. He proved to be the perfect guide to a long-overdue gastronomic and cultural experience. "", 'Tim had us at ""waffle\' but we enjoyed the entire event, from the arrival in the parking lot to our server Ashley\'s departing exhortation to ""come back as much as you want.""', ""For reasons we'll need to learn more about sometime in the future, Tim informs us that the Clemson Waffle House, like most in the chain, is set at a jaunty angle to the street. The parking lot features a skillfully painted orange tiger paw, the mark of Clemson's athletic teams. Upon entering the establishment we also noted the orange palette of the wait staff uniforms, which we learned is a special feature of Game Day attire.* Our visit occurred on the day of the Clemson-Texas Christian University game.**"", ""We arrived-mid morning for breakfast. Unlike The University of Iowa, where football contests are scheduled for 11 a.m. to curtail students' pregame festivities and consumption of adult beverages, Clemson plays in the afternoon, and we were seated without delay. We learned afterward that the morning the day after games is the busiest time for the 'House.'"", 'Once seated we were treated to richly illustrated and smartly designed laminated menus \xa0that double as placemats. How sweet it that?', ""After a careful and thorough examination of the menu, along with much deliberation with Tim and Debra, a comfort food specialist sans pareil, \xa0I ordered the 2 pork chops and eggs, with wheat toast and 'covered' [with cheese**] hashbrowns. The latter can also be 'smothered' [onions], 'chunked' [ham], 'topped' [chili], 'diced' [tomatoes'], 'peppered' [jalapenos], 'capped' [mushrooms] -or 'scattered all the way.' We'll leave a description of that final option up to your imagination. "", 'Debra and Tim both went with Fiesta omelets, a tasty south of the border \xa0concoction. Tim elected to smother his hashbrowns. Bottomless coffee and diet Cokes completed our selections. ', 'The food and service were terrific. And having spent much of my life in the San Francisco Bay Area where the finest eateries pair small portions with high prices, we found the prices jaw-droppingly low, and the fare bountiful. ', 'The Waffle House chain has somehow managed to combine fast food efficiency with the charm and comfort of old-fashioned diners. No small trick, and likely tied to notions of southern hospitality, a more leisurely pace of life and, alas, low wages and a lower standard of living.', 'Tim informs us that as part of the opening of a Waffle House, they bury the key to the door in the cement walkway out front because ""it will always be open.""', 'We look forward to a return visit.', "" * You'll observe in the pictures filed with this review that Tim sported an orange aloha shirt in keeping with Clemson's Game Day 'solid orange' dress code."", ""** For those of you keeping score, here's a recap of the game: "", 'espn.go.com/ncf/recap?ga…', ""**Tim, a brilliant chef in his own right, \xa0did comment that the 'covered' option for hashbrowns could be improved with a choice of cheeses. At present, American cheese is the sole offering on the menu. I'm not sure what he had in mind, but a sharp cheddar might in fact make for an interesting alternative to the classic choice currently available.""]",['Jon W.'],['\n        9/27/2009\n    '],['5.0 star rating'],"['Waffle', 'House']"
"['We had a fantastic experience here from the minute we walked in, the door was opened for us and we sat right down. We were greeted by almost every staff person there. Our food was brought out in lightening speed. While we were eating, we couldn\'t help but notice the teamwork and machine-like system they have in place to complete each order! We were very impressed, especially going in with the mindset that we were ""just"" going to Waffle House.']",['Holly M.'],['\n        10/4/2015\n    '],['5.0 star rating'],"['Waffle', 'House']"
"['When my mother, after five children and over a decade of unemployment, re-entered the work force, she went to work as a waitress at a South Carolina Waffle House next to a truck stop, where she approached truckers with this greeting:', '""Coffee, tea, or me?""', 'The first time I heard this, at eight years old, I wanted to quietly place the barrel of a pistol into my mouth and blow out my brains, certain that only death or adulthood could save me from parents who were almost transcendentally embarrassing. \xa0I shudder still to remember it.', ""When I was a graduate English student, I went down to this Waffle House at midnight to grade student papers because it was the only place I could afford on a teaching assistant's stipend, and because you could drink coffee all night, no questions asked."", ""A year or so ago, I'm hanging with my son and we're looking for "", 'breakfast and we happen on this joint in Lewisville, TX, and I just had to go in and sit down at the counter with Nick and give him a proper introduction to a Southern Institution. \xa0', 'The great thing about the layout of the Waffle House is that the counter is the only thing that separates the patron from the grill, so you can watch the frenetic activity with which orders get placed, cooked, and turned around, and never fucked up, all while listening to the noisy banter of the highly entertaining women who make this place hum as they shout out orders and gossip about patrons as if none were present (""Oh, Bill\'s a bum. \xa0He never tips. Anyone."").', 'And that brings us to the food. \xa0The best thing about this down-scale IHOP -- yeah, you read that right -- is that, completely apart from its irremovable place in the memory of every blue-collar Southerner, you can go here to get an edible, greasy breakfast for 6 bucks or so. \xa0Which \xa0leaves you enough money to properly tip the overworked women that got stiffed by that bum Bill.']",['Stephen W.'],['\n        6/28/2010\n    '],['5.0 star rating'],"['Waffle', 'House']"
